ano,ndvi_i_invierno,ndvi_i_primavera,ndvi_i_verano,ndvi_i_otono,iv_malla_modi_id,nie_malla_modi_id,poblacion,grupo_poblacion
2008,1.83,3.07,2.93,2.65,205905,1731195,7,C
2009,2.40,3.48,3.50,2.91,205905,1731195,7,C
2010,2.63,3.75,3.44,2.89,205905,1731195,7,C
2011,2.96,3.22,3.24,2.59,205905,1731195,7,C
2012,2.71,3.41,3.35,2.97,205905,1731195,7,C
2000,2.66,3.43,2.69,2.68,205906,1731196,7,C
2001,2.89,3.54,2.79,1.60,205906,1731196,7,C
2002,2.15,3.58,3.43,2.86,205906,1731196,7,C
2003,2.86,3.57,3.63,2.64,205906,1731196,7,C
2004,2.63,3.19,3.17,2.75,205906,1731196,7,C
2005,2.65,3.49,3.35,2.58,205906,1731196,7,C
2006,3.18,3.06,3.34,2.82,205906,1731196,7,C
2007,3.10,3.51,3.37,2.68,205906,1731196,7,C
2008,1.81,3.28,2.78,2.67,205906,1731196,7,C
2009,2.59,3.61,3.47,2.77,205906,1731196,7,C
2010,2.34,3.88,3.48,2.82,205906,1731196,7,C
2011,3.07,3.29,3.17,2.65,205906,1731196,7,C
2012,2.92,3.44,3.33,2.72,205906,1731196,7,C
2000,2.30,3.05,2.47,2.45,205907,1731196,7,C
2001,2.68,2.95,2.65,1.48,205907,1731196,7,C
2002,1.79,3.39,3.12,2.52,205907,1731196,7,C
2003,2.41,3.43,3.48,2.33,205907,1731196,7,C
2004,2.51,2.95,2.82,2.38,205907,1731196,7,C
2005,2.25,3.34,3.01,2.08,205907,1731196,7,C
2006,2.74,2.68,3.09,2.45,205907,1731196,7,C
2007,2.66,3.25,3.16,2.37,205907,1731196,7,C
2008,1.81,2.95,2.69,2.34,205907,1731196,7,C
2009,2.49,3.04,3.24,2.55,205907,1731196,7,C
2010,2.18,3.44,3.26,2.55,205907,1731196,7,C
2011,2.73,3.01,3.02,2.46,205907,1731196,7,C
2012,2.58,3.17,3.19,2.52,205907,1731196,7,C
2000,2.04,2.54,2.03,2.00,205908,1731197,7,C
2001,2.25,2.71,2.16,1.27,205908,1731197,7,C
2002,1.48,2.54,2.60,1.94,205908,1731197,7,C
2003,2.10,2.67,2.63,2.02,205908,1731197,7,C
2004,2.19,2.59,2.37,2.17,205908,1731197,7,C
2005,2.04,2.77,2.46,1.91,205908,1731197,7,C
2006,2.44,2.43,2.49,1.96,205908,1731197,7,C
2007,2.45,2.94,2.48,2.03,205908,1731197,7,C
2008,1.55,2.52,2.07,1.94,205908,1731197,7,C
2009,1.87,2.47,2.71,2.16,205908,1731197,7,C
2010,1.88,2.82,2.69,2.14,205908,1731197,7,C
2011,2.43,2.48,2.42,1.96,205908,1731197,7,C
2012,2.25,2.62,2.64,2.03,205908,1731197,7,C
2000,1.95,2.61,1.93,1.88,205909,1731197,7,C
2001,2.19,2.63,1.95,1.18,205909,1731197,7,C
2002,1.46,2.54,2.28,2.08,205909,1731197,7,C
2003,1.98,2.74,2.54,1.80,205909,1731197,7,C
2004,2.25,2.48,2.30,1.80,205909,1731197,7,C
2005,2.02,2.77,2.26,1.85,205909,1731197,7,C
2006,2.40,2.24,2.40,1.93,205909,1731197,7,C
2007,2.35,2.72,2.33,1.90,205909,1731197,7,C
2008,1.57,2.35,1.98,1.72,205909,1731197,7,C
2009,1.66,2.39,2.51,2.00,205909,1731197,7,C
2010,1.86,2.77,2.46,1.91,205909,1731197,7,C
2011,2.23,2.49,2.41,1.90,205909,1731197,7,C
2012,2.04,2.54,2.39,1.95,205909,1731197,7,C
2000,2.09,2.64,1.97,2.10,205910,1731198,7,C
2001,2.37,2.78,2.19,1.32,205910,1731198,7,C
2002,1.57,2.83,2.68,2.38,205910,1731198,7,C
2003,2.11,2.78,2.74,1.93,205910,1731198,7,C
2004,2.24,2.58,2.48,2.09,205910,1731198,7,C
2005,1.98,2.82,2.49,2.16,205910,1731198,7,C
2006,2.58,2.43,2.70,2.11,205910,1731198,7,C
2007,2.60,2.89,2.52,2.00,205910,1731198,7,C
2008,1.73,2.52,2.24,1.94,205910,1731198,7,C
2009,1.70,2.75,2.86,2.26,205910,1731198,7,C
2010,2.00,3.02,2.61,2.05,205910,1731198,7,C
2011,2.28,2.56,2.44,1.94,205910,1731198,7,C
2012,2.21,2.79,2.62,2.19,205910,1731198,7,C
2000,2.43,3.51,2.70,2.62,205224,1731194,7,C
2001,3.04,3.47,2.82,1.74,205224,1731194,7,C
2002,1.70,3.47,3.45,2.73,205224,1731194,7,C
2003,2.56,3.40,3.56,2.51,205224,1731194,7,C
2004,2.17,3.22,3.27,2.60,205224,1731194,7,C
2005,2.28,3.45,3.32,2.76,205224,1731194,7,C
2006,3.18,2.99,3.46,2.78,205224,1731194,7,C
2007,2.73,3.57,3.51,2.59,205224,1731194,7,C
2008,1.43,3.01,2.84,2.40,205224,1731194,7,C
2009,1.93,3.32,3.47,2.85,205224,1731194,7,C
2010,1.92,3.58,3.51,2.76,205224,1731194,7,C
2011,2.60,3.15,3.23,2.25,205224,1731194,7,C
2012,2.54,3.40,3.40,2.79,205224,1731194,7,C
2000,2.56,3.64,2.75,2.80,205225,1731195,7,C
2001,3.27,3.66,2.91,1.76,205225,1731195,7,C
2002,2.08,3.71,3.59,2.96,205225,1731195,7,C
2003,2.93,3.52,3.85,2.69,205225,1731195,7,C
2004,2.55,3.33,3.31,2.79,205225,1731195,7,C
2005,2.59,3.67,3.60,2.81,205225,1731195,7,C
2006,3.33,3.06,3.47,3.01,205225,1731195,7,C
2007,3.18,3.72,3.70,2.87,205225,1731195,7,C
2008,1.83,3.31,2.99,2.60,205225,1731195,7,C
2009,2.25,3.38,3.51,2.99,205225,1731195,7,C
2010,2.47,3.60,3.57,2.85,205225,1731195,7,C
2011,3.00,3.32,3.29,2.56,205225,1731195,7,C
2012,2.89,3.49,3.44,2.89,205225,1731195,7,C
2000,2.68,3.61,2.71,2.78,205226,1731195,7,C
2001,3.37,3.68,2.85,1.81,205226,1731195,7,C
2002,2.18,3.81,3.57,3.00,205226,1731195,7,C
2003,3.09,3.73,3.76,2.67,205226,1731195,7,C
2004,2.67,3.21,3.22,2.65,205226,1731195,7,C
2005,2.58,3.75,3.49,2.81,205226,1731195,7,C
2006,3.40,3.14,3.52,3.03,205226,1731195,7,C
2007,3.17,3.80,3.53,2.87,205226,1731195,7,C
2008,1.93,3.36,2.86,2.71,205226,1731195,7,C
2009,2.53,3.52,3.49,2.87,205226,1731195,7,C
2010,2.79,3.76,3.53,2.82,205226,1731195,7,C
2011,3.07,3.35,3.24,2.61,205226,1731195,7,C
2012,2.98,3.56,3.44,2.89,205226,1731195,7,C
2000,2.56,3.44,2.55,2.47,205227,1731196,7,C
2001,3.15,3.60,2.54,1.74,205227,1731196,7,C
2002,2.00,3.77,3.31,2.63,205227,1731196,7,C
2003,2.87,3.73,3.40,2.61,205227,1731196,7,C
2004,2.69,3.15,3.00,2.46,205227,1731196,7,C
2005,2.59,3.71,3.20,2.48,205227,1731196,7,C
2006,3.12,3.06,3.23,2.78,205227,1731196,7,C
2007,3.08,3.62,3.27,2.62,205227,1731196,7,C
2008,1.91,3.28,2.58,2.52,205227,1731196,7,C
2009,2.45,3.51,3.38,2.70,205227,1731196,7,C
2010,2.89,3.83,3.36,2.72,205227,1731196,7,C
2011,2.96,3.20,3.00,2.48,205227,1731196,7,C
2012,2.91,3.45,3.15,2.64,205227,1731196,7,C
2000,2.40,3.15,2.22,2.30,205228,1731196,7,C
2001,2.73,3.31,2.28,1.51,205228,1731196,7,C
2002,1.72,3.13,3.06,2.24,205228,1731196,7,C
2003,2.76,3.46,3.03,2.35,205228,1731196,7,C
2004,2.25,2.69,2.61,2.03,205228,1731196,7,C
2005,2.22,3.28,2.82,2.10,205228,1731196,7,C
2006,2.78,2.63,2.94,2.40,205228,1731196,7,C
2007,2.68,3.30,2.92,2.28,205228,1731196,7,C
2008,1.63,3.09,2.32,2.18,205228,1731196,7,C
2009,2.23,3.07,3.01,2.37,205228,1731196,7,C
2010,2.34,3.56,2.99,2.48,205228,1731196,7,C
2011,2.78,3.01,2.72,2.15,205228,1731196,7,C
2012,2.75,3.10,2.96,2.33,205228,1731196,7,C
2000,2.09,2.73,2.01,2.03,205229,1731197,7,C
2001,2.30,2.82,2.10,1.30,205229,1731197,7,C
2002,1.62,2.73,2.50,2.07,205229,1731197,7,C
2003,2.23,2.78,2.74,1.97,205229,1731197,7,C
2004,2.01,2.61,2.29,1.83,205229,1731197,7,C
2005,1.95,2.86,2.47,1.95,205229,1731197,7,C
2006,2.48,2.46,2.53,2.02,205229,1731197,7,C
2007,2.51,2.88,2.61,2.12,205229,1731197,7,C
2008,1.58,2.61,2.08,1.80,205229,1731197,7,C
2009,1.79,2.65,2.71,2.15,205229,1731197,7,C
2010,2.20,3.06,2.68,2.25,205229,1731197,7,C
2011,2.44,2.67,2.50,1.90,205229,1731197,7,C
2012,2.24,2.85,2.57,2.01,205229,1731197,7,C
2000,2.34,3.48,2.44,2.52,204545,1728792,7,C
2001,2.82,3.38,2.69,1.66,204545,1728792,7,C
2002,1.88,3.44,3.41,2.71,204545,1728792,7,C
2003,2.69,3.44,3.58,2.63,204545,1728792,7,C
2004,2.18,3.21,3.22,2.37,204545,1728792,7,C
2005,2.16,3.48,3.22,2.63,204545,1728792,7,C
2006,3.13,2.93,3.33,2.72,204545,1728792,7,C
2007,2.72,3.54,3.39,2.60,204545,1728792,7,C
2008,1.58,2.99,2.75,2.39,204545,1728792,7,C
2009,1.85,3.27,3.36,2.73,204545,1728792,7,C
2010,2.37,3.69,3.38,2.71,204545,1728792,7,C
2011,2.62,3.15,3.13,2.31,204545,1728792,7,C
2012,2.48,3.32,3.25,2.71,204545,1728792,7,C
2000,2.56,3.33,2.44,2.50,204546,1728793,7,C
2001,2.93,3.34,2.63,1.56,204546,1728793,7,C
2002,1.94,3.40,3.43,2.77,204546,1728793,7,C
2003,2.71,3.31,3.42,2.49,204546,1728793,7,C
2004,2.57,3.21,3.10,2.44,204546,1728793,7,C
2005,2.54,3.44,3.29,2.61,204546,1728793,7,C
2006,3.13,2.87,3.30,2.62,204546,1728793,7,C
2007,2.88,3.62,3.24,2.64,204546,1728793,7,C
2008,1.80,3.13,2.77,2.52,204546,1728793,7,C
2009,2.25,3.05,3.25,2.66,204546,1728793,7,C
2010,2.41,3.42,3.32,2.64,204546,1728793,7,C
2011,2.60,2.95,2.99,2.40,204546,1728793,7,C
2012,2.62,3.17,3.09,2.65,204546,1728793,7,C
2000,2.34,3.19,2.34,2.36,204547,1728793,7,C
2001,2.88,3.32,2.50,1.57,204547,1728793,7,C
2002,1.86,3.35,3.17,2.43,204547,1728793,7,C
2003,2.68,3.30,3.26,2.49,204547,1728793,7,C
2004,2.43,3.04,2.93,2.28,204547,1728793,7,C
2005,2.36,3.29,3.02,2.37,204547,1728793,7,C
2006,3.03,2.88,3.11,2.45,204547,1728793,7,C
2007,2.87,3.69,3.08,2.52,204547,1728793,7,C
2008,1.99,3.24,2.66,2.48,204547,1728793,7,C
2009,2.36,2.88,3.19,2.59,204547,1728793,7,C
2010,2.41,3.47,3.17,2.57,204547,1728793,7,C
2011,2.65,3.00,2.78,2.40,204547,1728793,7,C
2012,2.49,3.17,2.95,2.26,204547,1728793,7,C
2000,2.24,3.22,2.31,2.26,204548,1728794,7,C
2001,2.84,3.23,2.31,1.39,204548,1728794,7,C
2002,1.84,3.33,2.88,2.43,204548,1728794,7,C
2003,2.48,3.21,3.05,2.26,204548,1728794,7,C
2004,2.46,2.85,2.70,2.09,204548,1728794,7,C
2005,2.25,3.34,2.86,2.22,204548,1728794,7,C
2006,2.96,2.77,2.87,2.43,204548,1728794,7,C
2007,2.88,3.41,2.87,2.44,204548,1728794,7,C
2008,1.67,3.14,2.44,2.23,204548,1728794,7,C
2009,2.22,3.23,3.13,2.42,204548,1728794,7,C
2010,2.65,3.54,3.05,2.40,204548,1728794,7,C
2011,2.73,3.02,2.75,2.26,204548,1728794,7,C
2012,2.53,3.18,2.95,2.40,204548,1728794,7,C
2000,2.16,3.12,2.31,2.22,204549,1728794,7,C
2001,2.74,3.16,2.35,1.46,204549,1728794,7,C
2002,1.80,3.21,2.90,2.31,204549,1728794,7,C
2003,2.46,3.21,3.05,2.28,204549,1728794,7,C
2004,2.23,2.81,2.64,2.01,204549,1728794,7,C
2005,2.14,3.24,2.86,2.18,204549,1728794,7,C
2006,2.92,2.60,2.90,2.35,204549,1728794,7,C
2007,2.79,3.34,2.86,2.34,204549,1728794,7,C
2008,1.40,3.02,2.33,2.21,204549,1728794,7,C
2009,1.89,3.09,3.03,2.31,204549,1728794,7,C
2010,2.44,3.33,3.05,2.46,204549,1728794,7,C
2011,2.67,2.97,2.76,2.27,204549,1728794,7,C
2012,2.60,3.19,2.92,2.40,204549,1728794,7,C
2000,1.89,2.76,2.23,2.13,204550,1728795,7,C
2001,2.43,2.87,2.21,1.36,204550,1728795,7,C
2002,1.62,2.85,2.72,2.08,204550,1728795,7,C
2003,2.29,2.84,2.93,2.13,204550,1728795,7,C
2004,2.14,2.67,2.38,1.95,204550,1728795,7,C
2005,1.97,2.98,2.66,2.03,204550,1728795,7,C
2006,2.57,2.48,2.76,2.19,204550,1728795,7,C
2007,2.64,3.03,2.67,2.15,204550,1728795,7,C
2008,1.30,2.74,2.26,1.90,204550,1728795,7,C
2009,1.71,2.87,2.95,2.28,204550,1728795,7,C
2010,2.16,3.21,2.82,2.29,204550,1728795,7,C
2011,2.52,2.81,2.61,2.08,204550,1728795,7,C
2012,2.22,2.94,2.75,2.19,204550,1728795,7,C
2000,2.13,2.98,2.24,2.15,203868,1728793,7,C
2001,2.57,3.04,2.44,1.39,203868,1728793,7,C
2002,1.78,3.01,2.92,2.30,203868,1728793,7,C
2003,2.49,2.97,3.21,2.32,203868,1728793,7,C
2004,2.38,2.96,2.75,2.16,203868,1728793,7,C
2005,2.28,3.22,2.94,2.15,203868,1728793,7,C
2006,2.82,2.69,2.96,2.47,203868,1728793,7,C
2007,2.74,3.26,3.06,2.44,203868,1728793,7,C
2008,1.87,2.89,2.41,2.25,203868,1728793,7,C
2009,1.84,2.43,2.82,2.47,203868,1728793,7,C
2010,1.99,2.92,2.65,2.21,203868,1728793,7,C
2011,2.38,2.61,2.55,2.09,203868,1728793,7,C
2012,2.19,2.78,2.66,2.05,203868,1728793,7,C
2000,2.03,2.98,2.23,2.10,203869,1728794,7,C
2001,2.54,3.04,2.31,1.35,203869,1728794,7,C
2002,1.68,3.09,2.94,2.27,203869,1728794,7,C
2003,2.30,3.02,2.99,2.15,203869,1728794,7,C
2004,2.38,2.71,2.63,1.95,203869,1728794,7,C
2005,2.04,3.14,2.72,2.17,203869,1728794,7,C
2006,2.78,2.54,2.85,2.30,203869,1728794,7,C
2007,2.68,3.16,2.86,2.24,203869,1728794,7,C
2008,1.53,2.92,2.34,2.10,203869,1728794,7,C
2009,1.72,2.83,2.99,2.38,203869,1728794,7,C
2010,1.99,3.23,2.86,2.26,203869,1728794,7,C
2011,2.51,2.72,2.67,2.07,203869,1728794,7,C
2012,2.11,2.92,2.88,2.32,203869,1728794,7,C
2000,3.86,3.94,3.35,3.40,223587,1762435,8,C
2001,3.85,3.94,3.35,1.94,223587,1762435,8,C
2002,2.63,3.92,4.19,3.35,223587,1762435,8,C
2003,3.89,3.93,4.24,3.50,223587,1762435,8,C
2004,3.57,3.72,3.73,3.32,223587,1762435,8,C
2005,3.50,3.91,3.98,3.06,223587,1762435,8,C
2006,3.75,3.19,3.78,3.31,223587,1762435,8,C
2007,3.61,3.88,4.07,3.15,223587,1762435,8,C
2008,3.91,3.81,3.38,3.41,223587,1762435,8,C
2009,3.79,3.79,4.18,3.35,223587,1762435,8,C
2010,3.85,4.07,4.14,3.40,223587,1762435,8,C
2011,3.81,3.84,3.89,3.40,223587,1762435,8,C
2012,3.71,4.00,4.23,3.41,223587,1762435,8,C
2000,3.61,4.02,3.47,3.31,223588,1762436,8,C
2001,3.67,3.99,3.31,1.96,223588,1762436,8,C
2002,2.46,3.97,4.16,3.16,223588,1762436,8,C
2003,3.71,3.91,4.18,3.34,223588,1762436,8,C
2004,3.49,3.75,3.86,3.30,223588,1762436,8,C
2005,3.34,3.79,3.96,3.05,223588,1762436,8,C
2006,3.50,3.28,3.90,3.17,223588,1762436,8,C
2007,3.52,4.14,4.02,3.15,223588,1762436,8,C
2008,3.60,3.75,3.35,3.33,223588,1762436,8,C
2009,3.66,3.72,4.27,3.26,223588,1762436,8,C
2010,3.67,4.01,4.09,3.24,223588,1762436,8,C
2011,3.66,3.74,3.93,3.25,223588,1762436,8,C
2012,3.59,4.08,4.18,3.42,223588,1762436,8,C
2000,3.62,4.25,3.42,3.30,223589,1762436,8,C
2001,3.72,4.00,3.28,2.07,223589,1762436,8,C
2002,2.34,4.09,4.16,3.25,223589,1762436,8,C
2003,3.68,4.10,4.23,3.39,223589,1762436,8,C
2004,3.28,3.75,3.73,3.34,223589,1762436,8,C
2005,3.28,4.06,3.91,3.09,223589,1762436,8,C
2006,3.44,3.31,3.87,3.20,223589,1762436,8,C
2007,3.40,4.03,4.01,3.16,223589,1762436,8,C
2008,3.52,3.77,3.29,3.31,223589,1762436,8,C
2009,3.41,3.87,4.16,3.19,223589,1762436,8,C
2010,3.42,4.28,4.08,3.27,223589,1762436,8,C
2011,3.32,3.78,3.76,3.21,223589,1762436,8,C
2012,3.38,4.20,4.04,3.36,223589,1762436,8,C
2000,2.84,3.37,3.22,2.73,222905,1762434,8,C
2001,2.93,3.42,2.92,1.59,222905,1762434,8,C
2002,1.97,3.45,3.96,2.68,222905,1762434,8,C
2003,2.98,3.35,3.92,2.94,222905,1762434,8,C
2004,2.96,3.42,3.55,3.04,222905,1762434,8,C
2005,2.85,3.30,3.65,2.77,222905,1762434,8,C
2006,3.00,2.85,3.59,2.77,222905,1762434,8,C
2007,2.91,3.51,3.79,2.77,222905,1762434,8,C
2008,2.84,3.34,3.22,2.83,222905,1762434,8,C
2009,3.14,3.24,4.14,2.94,222905,1762434,8,C
2010,3.02,3.64,4.07,2.95,222905,1762434,8,C
2011,2.95,3.31,3.68,2.89,222905,1762434,8,C
2012,3.00,3.40,4.05,2.93,222905,1762434,8,C
2000,3.28,3.56,3.11,2.97,222906,1762434,8,C
2001,3.16,3.50,3.14,1.72,222906,1762434,8,C
2002,2.19,3.57,4.00,2.85,222906,1762434,8,C
2003,3.23,3.37,4.10,3.03,222906,1762434,8,C
2004,3.40,3.46,3.70,3.16,222906,1762434,8,C
2005,3.19,3.54,3.79,2.86,222906,1762434,8,C
2006,3.36,2.91,3.63,2.93,222906,1762434,8,C
2007,3.10,3.60,3.87,2.91,222906,1762434,8,C
2008,3.06,3.39,3.16,2.94,222906,1762434,8,C
2009,3.28,3.41,4.10,3.10,222906,1762434,8,C
2010,3.08,3.74,4.05,3.09,222906,1762434,8,C
2011,3.19,3.52,3.68,2.99,222906,1762434,8,C
2012,3.21,3.44,3.98,3.16,222906,1762434,8,C
2000,3.75,3.92,3.32,3.39,222907,1762435,8,C
2001,3.69,3.81,3.25,1.85,222907,1762435,8,C
2002,2.47,3.87,4.13,3.22,222907,1762435,8,C
2003,3.71,3.80,4.28,3.35,222907,1762435,8,C
2004,3.66,3.73,3.80,3.34,222907,1762435,8,C
2005,3.43,3.73,4.02,3.11,222907,1762435,8,C
2006,3.70,3.06,3.73,3.31,222907,1762435,8,C
2007,3.48,3.87,4.00,3.05,222907,1762435,8,C
2008,3.53,3.68,3.32,3.26,222907,1762435,8,C
2009,3.41,3.77,4.15,3.22,222907,1762435,8,C
2010,3.65,3.98,4.22,3.27,222907,1762435,8,C
2011,3.48,3.76,3.89,3.26,222907,1762435,8,C
2012,3.51,3.69,4.19,3.27,222907,1762435,8,C
2000,3.95,3.85,3.27,3.34,222908,1762435,8,C
2001,3.80,3.82,3.29,1.91,222908,1762435,8,C
2002,2.52,3.97,4.11,3.21,222908,1762435,8,C
2003,3.84,3.87,4.21,3.40,222908,1762435,8,C
2004,3.65,3.70,3.75,3.30,222908,1762435,8,C
2005,3.49,3.80,3.90,3.06,222908,1762435,8,C
2006,3.70,3.12,3.78,3.26,222908,1762435,8,C
2007,3.63,3.84,4.09,3.18,222908,1762435,8,C
2008,3.84,3.79,3.32,3.33,222908,1762435,8,C
2009,3.61,3.67,4.13,3.31,222908,1762435,8,C
2010,3.81,3.97,4.15,3.36,222908,1762435,8,C
2011,3.80,3.83,3.77,3.36,222908,1762435,8,C
2012,3.68,3.95,4.16,3.34,222908,1762435,8,C
2000,3.92,3.80,3.25,3.27,222909,1762436,8,C
2001,3.81,3.83,3.28,1.97,222909,1762436,8,C
2002,2.55,3.78,3.87,3.16,222909,1762436,8,C
2003,3.94,3.89,3.98,3.34,222909,1762436,8,C
2004,3.63,3.45,3.53,3.25,222909,1762436,8,C
2005,3.49,3.78,3.63,3.01,222909,1762436,8,C
2006,3.67,3.11,3.71,3.17,222909,1762436,8,C
2007,3.57,3.68,3.78,3.16,222909,1762436,8,C
2008,3.75,3.64,3.11,3.27,222909,1762436,8,C
2009,3.70,3.70,4.07,3.26,222909,1762436,8,C
2010,3.75,3.95,4.00,3.22,222909,1762436,8,C
2011,3.62,3.63,3.68,3.27,222909,1762436,8,C
2012,3.72,3.93,3.95,3.23,222909,1762436,8,C
2000,3.90,3.84,3.11,3.25,222910,1762436,8,C
2001,3.73,3.94,3.12,1.95,222910,1762436,8,C
2002,2.40,3.80,3.83,3.11,222910,1762436,8,C
2003,3.77,3.90,3.93,3.26,222910,1762436,8,C
2004,3.41,3.61,3.55,3.24,222910,1762436,8,C
2005,3.38,3.74,3.57,2.92,222910,1762436,8,C
2006,3.51,3.16,3.50,2.99,222910,1762436,8,C
2007,3.49,3.73,3.76,3.02,222910,1762436,8,C
2008,3.46,3.60,3.09,3.18,222910,1762436,8,C
2009,3.53,3.65,3.85,3.13,222910,1762436,8,C
2010,3.54,3.94,3.78,3.15,222910,1762436,8,C
2011,3.49,3.58,3.53,3.18,222910,1762436,8,C
2012,3.57,4.00,3.89,3.17,222910,1762436,8,C
2000,3.55,3.81,2.99,3.05,222911,1762437,8,C
2001,3.66,3.91,2.96,1.89,222911,1762437,8,C
2002,2.43,3.96,3.75,3.05,222911,1762437,8,C
2003,3.72,4.03,3.88,3.38,222911,1762437,8,C
2004,3.16,3.48,3.41,3.20,222911,1762437,8,C
2005,3.32,3.75,3.50,2.85,222911,1762437,8,C
2006,3.54,3.16,3.46,3.02,222911,1762437,8,C
2007,3.29,3.73,3.56,2.94,222911,1762437,8,C
2008,3.29,3.54,2.89,3.10,222911,1762437,8,C
2009,3.39,3.64,3.70,3.03,222911,1762437,8,C
2010,3.52,4.04,3.63,3.09,222911,1762437,8,C
2011,3.24,3.47,3.49,2.99,222911,1762437,8,C
2012,3.50,3.86,3.78,3.18,222911,1762437,8,C
2000,3.47,3.66,3.20,3.07,222222,1760030,8,C
2001,3.31,3.60,3.30,1.86,222222,1760030,8,C
2002,2.32,3.65,4.06,3.07,222222,1760030,8,C
2003,3.34,3.60,4.09,3.16,222222,1760030,8,C
2004,3.25,3.48,3.75,3.24,222222,1760030,8,C
2005,3.20,3.52,3.60,2.86,222222,1760030,8,C
2006,3.09,2.79,3.75,2.93,222222,1760030,8,C
2007,3.26,3.64,4.01,3.00,222222,1760030,8,C
2008,3.08,3.47,3.38,3.13,222222,1760030,8,C
2009,3.56,3.56,4.29,3.26,222222,1760030,8,C
2010,3.42,3.81,4.17,3.24,222222,1760030,8,C
2011,3.33,3.62,3.92,3.14,222222,1760030,8,C
2012,3.25,3.48,4.12,3.23,222222,1760030,8,C
2000,3.33,3.51,3.03,2.95,222223,1760030,8,C
2001,3.27,3.53,3.17,1.74,222223,1760030,8,C
2002,2.20,3.49,3.85,2.99,222223,1760030,8,C
2003,3.34,3.40,3.81,3.12,222223,1760030,8,C
2004,3.20,3.36,3.58,3.14,222223,1760030,8,C
2005,3.09,3.43,3.48,2.85,222223,1760030,8,C
2006,3.21,2.89,3.55,2.84,222223,1760030,8,C
2007,3.19,3.52,3.66,2.87,222223,1760030,8,C
2008,2.99,3.30,3.17,2.97,222223,1760030,8,C
2009,3.54,3.32,3.98,3.08,222223,1760030,8,C
2010,3.39,3.69,4.01,3.03,222223,1760030,8,C
2011,3.22,3.41,3.82,3.04,222223,1760030,8,C
2012,3.19,3.39,4.00,3.06,222223,1760030,8,C
2000,3.54,3.56,3.08,3.01,222224,1760031,8,C
2001,3.52,3.45,3.09,1.81,222224,1760031,8,C
2002,2.32,3.50,3.81,3.02,222224,1760031,8,C
2003,3.54,3.46,3.84,3.11,222224,1760031,8,C
2004,3.50,3.48,3.57,3.16,222224,1760031,8,C
2005,3.28,3.57,3.42,3.15,222224,1760031,8,C
2006,3.50,2.81,3.55,3.09,222224,1760031,8,C
2007,3.54,3.48,3.71,2.96,222224,1760031,8,C
2008,3.14,3.31,3.10,3.12,222224,1760031,8,C
2009,3.69,3.29,4.02,3.10,222224,1760031,8,C
2010,3.61,3.69,3.84,3.04,222224,1760031,8,C
2011,3.49,3.58,3.73,2.96,222224,1760031,8,C
2012,3.48,3.49,3.92,3.04,222224,1760031,8,C
2000,3.01,3.33,3.18,2.72,222225,1760031,8,C
2001,3.52,3.36,2.86,1.80,222225,1760031,8,C
2002,2.37,3.55,3.62,2.93,222225,1760031,8,C
2003,3.58,3.33,3.68,3.00,222225,1760031,8,C
2004,3.14,3.26,3.54,3.05,222225,1760031,8,C
2005,3.09,3.55,3.53,2.93,222225,1760031,8,C
2006,3.19,2.78,3.41,2.95,222225,1760031,8,C
2007,3.13,3.43,3.67,2.88,222225,1760031,8,C
2008,2.96,3.32,3.02,2.87,222225,1760031,8,C
2009,3.51,3.29,4.09,3.01,222225,1760031,8,C
2010,3.47,3.59,3.96,3.00,222225,1760031,8,C
2011,3.24,3.49,3.44,3.00,222225,1760031,8,C
2012,3.45,3.60,3.96,3.11,222225,1760031,8,C
2000,2.81,3.38,3.00,2.68,222226,1760032,8,C
2001,3.15,3.28,2.88,1.66,222226,1760032,8,C
2002,2.00,3.22,3.68,2.70,222226,1760032,8,C
2003,2.88,3.21,3.68,2.94,222226,1760032,8,C
2004,2.92,3.22,3.47,2.99,222226,1760032,8,C
2005,2.88,3.22,3.41,2.72,222226,1760032,8,C
2006,3.04,2.81,3.45,2.88,222226,1760032,8,C
2007,3.09,3.50,3.59,2.86,222226,1760032,8,C
2008,2.80,3.29,3.00,2.92,222226,1760032,8,C
2009,3.41,3.20,4.03,3.03,222226,1760032,8,C
2010,3.09,3.58,3.87,2.91,222226,1760032,8,C
2011,3.01,3.31,3.51,2.81,222226,1760032,8,C
2012,3.14,3.48,3.86,2.98,222226,1760032,8,C
2000,3.10,3.49,3.04,2.81,222227,1760032,8,C
2001,3.31,3.46,3.09,1.72,222227,1760032,8,C
2002,2.17,3.42,3.93,2.91,222227,1760032,8,C
2003,3.07,3.25,3.95,3.10,222227,1760032,8,C
2004,3.16,3.37,3.59,3.18,222227,1760032,8,C
2005,2.99,3.45,3.66,2.87,222227,1760032,8,C
2006,3.44,2.85,3.63,2.91,222227,1760032,8,C
2007,3.20,3.57,3.76,2.83,222227,1760032,8,C
2008,2.86,3.32,3.08,2.99,222227,1760032,8,C
2009,3.03,3.30,4.12,3.19,222227,1760032,8,C
2010,3.17,3.54,3.95,3.07,222227,1760032,8,C
2011,3.31,3.35,3.63,2.93,222227,1760032,8,C
2012,3.19,3.39,3.94,3.05,222227,1760032,8,C
2000,3.63,3.78,3.29,3.23,222228,1760033,8,C
2001,3.65,3.68,3.24,1.88,222228,1760033,8,C
2002,2.30,3.76,3.98,3.08,222228,1760033,8,C
