ano,scd,scod,scmd,nie_malla_modi_id,iv_malla_modi_id,poblacion,grupo_poblacion
2001,32,48,197,1623131,144168,1,A
2001,32,48,197,1623131,144167,1,A
2001,32,48,197,1623131,144847,1,A
2001,32,48,197,1623131,144846,1,A
2002,72,80,157,1623131,144168,1,A
2002,72,80,157,1623131,144167,1,A
2002,72,80,157,1623131,144847,1,A
2002,72,80,157,1623131,144846,1,A
2003,16,78,157,1623131,144168,1,A
2003,16,78,157,1623131,144167,1,A
2003,16,78,157,1623131,144847,1,A
2003,16,78,157,1623131,144846,1,A
2004,40,125,165,1623131,144168,1,A
2004,40,125,165,1623131,144167,1,A
2004,40,125,165,1623131,144847,1,A
2004,40,125,165,1623131,144846,1,A
2005,80,64,165,1623131,144168,1,A
2005,80,64,165,1623131,144167,1,A
2005,80,64,165,1623131,144847,1,A
2005,80,64,165,1623131,144846,1,A
2006,32,72,125,1623131,144168,1,A
2006,32,72,125,1623131,144167,1,A
2006,32,72,125,1623131,144847,1,A
2006,32,72,125,1623131,144846,1,A
2007,24,96,181,1623131,144168,1,A
2007,24,96,181,1623131,144167,1,A
2007,24,96,181,1623131,144847,1,A
2007,24,96,181,1623131,144846,1,A
2008,80,63,165,1623131,144168,1,A
2008,80,63,165,1623131,144167,1,A
2008,80,63,165,1623131,144847,1,A
2008,80,63,165,1623131,144846,1,A
2009,64,80,165,1623131,144168,1,A
2009,64,80,165,1623131,144167,1,A
2009,64,80,165,1623131,144847,1,A
2009,64,80,165,1623131,144846,1,A
2010,56,72,149,1623131,144168,1,A
2010,56,72,149,1623131,144167,1,A
2010,56,72,149,1623131,144847,1,A
2010,56,72,149,1623131,144846,1,A
2011,24,125,157,1623131,144168,1,A
2011,24,125,157,1623131,144167,1,A
2011,24,125,157,1623131,144847,1,A
2011,24,125,157,1623131,144846,1,A
2012,16,0,0,1623131,144168,1,A
2012,16,0,0,1623131,144167,1,A
2012,16,0,0,1623131,144847,1,A
2012,16,0,0,1623131,144846,1,A
2001,48,48,197,1630337,148242,1,A
2001,48,48,197,1630337,148241,1,A
2001,48,48,197,1630337,148921,1,A
2001,48,48,197,1630337,148920,1,A
2002,88,56,253,1630337,148242,1,A
2002,88,56,253,1630337,148241,1,A
2002,88,56,253,1630337,148921,1,A
2002,88,56,253,1630337,148920,1,A
2003,24,72,157,1630337,148242,1,A
2003,24,72,157,1630337,148241,1,A
2003,24,72,157,1630337,148921,1,A
2003,24,72,157,1630337,148920,1,A
2004,48,71,165,1630337,148242,1,A
2004,48,71,165,1630337,148241,1,A
2004,48,71,165,1630337,148921,1,A
2004,48,71,165,1630337,148920,1,A
2005,80,64,165,1630337,148242,1,A
2005,80,64,165,1630337,148241,1,A
2005,80,64,165,1630337,148921,1,A
2005,80,64,165,1630337,148920,1,A
2006,32,72,125,1630337,148242,1,A
2006,32,72,125,1630337,148241,1,A
2006,32,72,125,1630337,148921,1,A
2006,32,72,125,1630337,148920,1,A
2007,32,88,181,1630337,148242,1,A
2007,32,88,181,1630337,148241,1,A
2007,32,88,181,1630337,148921,1,A
2007,32,88,181,1630337,148920,1,A
2008,88,63,165,1630337,148242,1,A
2008,88,63,165,1630337,148241,1,A
2008,88,63,165,1630337,148921,1,A
2008,88,63,165,1630337,148920,1,A
2009,72,64,165,1630337,148242,1,A
2009,72,64,165,1630337,148241,1,A
2009,72,64,165,1630337,148921,1,A
2009,72,64,165,1630337,148920,1,A
2010,72,56,149,1630337,148242,1,A
2010,72,56,149,1630337,148241,1,A
2010,72,56,149,1630337,148921,1,A
2010,72,56,149,1630337,148920,1,A
2011,24,125,157,1630337,148242,1,A
2011,24,125,157,1630337,148241,1,A
2011,24,125,157,1630337,148921,1,A
2011,24,125,157,1630337,148920,1,A
2012,16,0,0,1630337,148242,1,A
2012,16,0,0,1630337,148241,1,A
2012,16,0,0,1630337,148921,1,A
2012,16,0,0,1630337,148920,1,A
2001,32,48,197,1625533,145526,1,A
2001,32,48,197,1625533,145525,1,A
2001,32,48,197,1625533,146205,1,A
2001,32,48,197,1625533,146204,1,A
2002,56,96,157,1625533,145526,1,A
2002,56,96,157,1625533,145525,1,A
2002,56,96,157,1625533,146205,1,A
2002,56,96,157,1625533,146204,1,A
2003,16,78,157,1625533,145526,1,A
2003,16,78,157,1625533,145525,1,A
2003,16,78,157,1625533,146205,1,A
2003,16,78,157,1625533,146204,1,A
2004,56,71,173,1625533,145526,1,A
2004,56,71,173,1625533,145525,1,A
2004,56,71,173,1625533,146205,1,A
2004,56,71,173,1625533,146204,1,A
2005,72,64,165,1625533,145526,1,A
2005,72,64,165,1625533,145525,1,A
2005,72,64,165,1625533,146205,1,A
2005,72,64,165,1625533,146204,1,A
2006,32,72,125,1625533,145526,1,A
2006,32,72,125,1625533,145525,1,A
2006,32,72,125,1625533,146205,1,A
2006,32,72,125,1625533,146204,1,A
2007,24,96,181,1625533,145526,1,A
2007,24,96,181,1625533,145525,1,A
2007,24,96,181,1625533,146205,1,A
2007,24,96,181,1625533,146204,1,A
2008,72,63,165,1625533,145526,1,A
2008,72,63,165,1625533,145525,1,A
2008,72,63,165,1625533,146205,1,A
2008,72,63,165,1625533,146204,1,A
2009,72,64,165,1625533,145526,1,A
2009,72,64,165,1625533,145525,1,A
2009,72,64,165,1625533,146205,1,A
2009,72,64,165,1625533,146204,1,A
2010,56,56,149,1625533,145526,1,A
2010,56,56,149,1625533,145525,1,A
2010,56,56,149,1625533,146205,1,A
2010,56,56,149,1625533,146204,1,A
2011,24,125,157,1625533,145526,1,A
2011,24,125,157,1625533,145525,1,A
2011,24,125,157,1625533,146205,1,A
2011,24,125,157,1625533,146204,1,A
2012,16,0,0,1625533,145526,1,A
2012,16,0,0,1625533,145525,1,A
2012,16,0,0,1625533,146205,1,A
2012,16,0,0,1625533,146204,1,A
2001,32,48,197,1627935,146884,1,A
2001,32,48,197,1627935,146883,1,A
2001,32,48,197,1627935,147562,1,A
2002,64,56,157,1627935,146884,1,A
2002,64,56,157,1627935,146883,1,A
2002,64,56,157,1627935,147562,1,A
2003,24,72,157,1627935,146884,1,A
2003,24,72,157,1627935,146883,1,A
2003,24,72,157,1627935,147562,1,A
2004,48,125,173,1627935,146884,1,A
2004,48,125,173,1627935,146883,1,A
2004,48,125,173,1627935,147562,1,A
2005,72,64,165,1627935,146884,1,A
2005,72,64,165,1627935,146883,1,A
2005,72,64,165,1627935,147562,1,A
2006,32,72,125,1627935,146884,1,A
2006,32,72,125,1627935,146883,1,A
2006,32,72,125,1627935,147562,1,A
2007,32,88,181,1627935,146884,1,A
2007,32,88,181,1627935,146883,1,A
2007,32,88,181,1627935,147562,1,A
2008,80,63,165,1627935,146884,1,A
2008,80,63,165,1627935,146883,1,A
2008,80,63,165,1627935,147562,1,A
2009,72,64,165,1627935,146884,1,A
2009,72,64,165,1627935,146883,1,A
2009,72,64,165,1627935,147562,1,A
2010,80,56,149,1627935,146884,1,A
2010,80,56,149,1627935,146883,1,A
2010,80,56,149,1627935,147562,1,A
2011,24,125,157,1627935,146884,1,A
2011,24,125,157,1627935,146883,1,A
2011,24,125,157,1627935,147562,1,A
2012,24,0,0,1627935,146884,1,A
2012,24,0,0,1627935,146883,1,A
2012,24,0,0,1627935,147562,1,A
2001,40,48,197,1632739,149600,1,A
2001,40,48,197,1632739,149599,1,A
2001,40,48,197,1632739,150279,1,A
2001,40,48,197,1632739,150278,1,A
2002,80,56,157,1632739,149600,1,A
2002,80,56,157,1632739,149599,1,A
2002,80,56,157,1632739,150279,1,A
2002,80,56,157,1632739,150278,1,A
2003,32,72,157,1632739,149600,1,A
2003,32,72,157,1632739,149599,1,A
2003,32,72,157,1632739,150279,1,A
2003,32,72,157,1632739,150278,1,A
2004,48,71,165,1632739,149600,1,A
2004,48,71,165,1632739,149599,1,A
2004,48,71,165,1632739,150279,1,A
2004,48,71,165,1632739,150278,1,A
2005,72,64,165,1632739,149600,1,A
2005,72,64,165,1632739,149599,1,A
2005,72,64,165,1632739,150279,1,A
2005,72,64,165,1632739,150278,1,A
2006,32,72,125,1632739,149600,1,A
2006,32,72,125,1632739,149599,1,A
2006,32,72,125,1632739,150279,1,A
2006,32,72,125,1632739,150278,1,A
2007,24,96,181,1632739,149600,1,A
2007,24,96,181,1632739,149599,1,A
2007,24,96,181,1632739,150279,1,A
2007,24,96,181,1632739,150278,1,A
2008,88,63,165,1632739,149600,1,A
2008,88,63,165,1632739,149599,1,A
2008,88,63,165,1632739,150279,1,A
2008,88,63,165,1632739,150278,1,A
2009,72,64,165,1632739,149600,1,A
2009,72,64,165,1632739,149599,1,A
2009,72,64,165,1632739,150279,1,A
2009,72,64,165,1632739,150278,1,A
2010,80,56,149,1632739,149600,1,A
2010,80,56,149,1632739,149599,1,A
2010,80,56,149,1632739,150279,1,A
2010,80,56,149,1632739,150278,1,A
2011,24,125,157,1632739,149600,1,A
2011,24,125,157,1632739,149599,1,A
2011,24,125,157,1632739,150279,1,A
2011,24,125,157,1632739,150278,1,A
2012,16,0,0,1632739,149600,1,A
2012,16,0,0,1632739,149599,1,A
2012,16,0,0,1632739,150279,1,A
2012,16,0,0,1632739,150278,1,A
2001,48,48,197,1635141,150957,1,A
2002,104,16,157,1635141,150957,1,A
2003,56,72,221,1635141,150957,1,A
2004,64,71,173,1635141,150957,1,A
2005,88,64,165,1635141,150957,1,A
2006,56,72,189,1635141,150957,1,A
2007,40,56,181,1635141,150957,1,A
2008,104,31,165,1635141,150957,1,A
2009,88,64,173,1635141,150957,1,A
2010,80,56,149,1635141,150957,1,A
2011,40,40,157,1635141,150957,1,A
2012,16,0,0,1635141,150957,1,A
2001,16,48,88,1623129,144164,1,A
2001,16,48,88,1623129,144163,1,A
2001,16,48,88,1623129,144843,1,A
2001,16,48,88,1623129,144842,1,A
2002,32,96,141,1623129,144164,1,A
2002,32,96,141,1623129,144163,1,A
2002,32,96,141,1623129,144843,1,A
2002,32,96,141,1623129,144842,1,A
2003,32,32,157,1623129,144164,1,A
2003,32,32,157,1623129,144163,1,A
2003,32,32,157,1623129,144843,1,A
2003,32,32,157,1623129,144842,1,A
2004,32,125,165,1623129,144164,1,A
2004,32,125,165,1623129,144163,1,A
2004,32,125,165,1623129,144843,1,A
2004,32,125,165,1623129,144842,1,A
2005,64,64,165,1623129,144164,1,A
2005,64,64,165,1623129,144163,1,A
2005,64,64,165,1623129,144843,1,A
2005,64,64,165,1623129,144842,1,A
2006,24,88,125,1623129,144164,1,A
2006,24,88,125,1623129,144163,1,A
2006,24,88,125,1623129,144843,1,A
2006,24,88,125,1623129,144842,1,A
2007,8,181,181,1623129,144164,1,A
2007,8,181,181,1623129,144163,1,A
2007,8,181,181,1623129,144843,1,A
2007,8,181,181,1623129,144842,1,A
2008,40,71,133,1623129,144164,1,A
2008,40,71,133,1623129,144163,1,A
2008,40,71,133,1623129,144843,1,A
2008,40,71,133,1623129,144842,1,A
2009,40,80,165,1623129,144164,1,A
2009,40,80,165,1623129,144163,1,A
2009,40,80,165,1623129,144843,1,A
2009,40,80,165,1623129,144842,1,A
2010,48,72,149,1623129,144164,1,A
2010,48,72,149,1623129,144163,1,A
2010,48,72,149,1623129,144843,1,A
2010,48,72,149,1623129,144842,1,A
2011,24,125,157,1623129,144164,1,A
2011,24,125,157,1623129,144163,1,A
2011,24,125,157,1623129,144843,1,A
2011,24,125,157,1623129,144842,1,A
2012,16,0,0,1623129,144164,1,A
2012,16,0,0,1623129,144163,1,A
2012,16,0,0,1623129,144843,1,A
2012,16,0,0,1623129,144842,1,A
2001,16,48,88,1625532,145524,1,A
2001,16,48,88,1625532,145523,1,A
2001,16,48,88,1625532,146203,1,A
2001,16,48,88,1625532,146202,1,A
2002,64,8,157,1625532,145524,1,A
2002,64,8,157,1625532,145523,1,A
2002,64,8,157,1625532,146203,1,A
2002,64,8,157,1625532,146202,1,A
2003,24,32,157,1625532,145524,1,A
2003,24,32,157,1625532,145523,1,A
2003,24,32,157,1625532,146203,1,A
2003,24,32,157,1625532,146202,1,A
2004,40,125,173,1625532,145524,1,A
2004,40,125,173,1625532,145523,1,A
2004,40,125,173,1625532,146203,1,A
2004,40,125,173,1625532,146202,1,A
2005,56,64,165,1625532,145524,1,A
2005,56,64,165,1625532,145523,1,A
2005,56,64,165,1625532,146203,1,A
2005,56,64,165,1625532,146202,1,A
2006,32,72,125,1625532,145524,1,A
2006,32,72,125,1625532,145523,1,A
2006,32,72,125,1625532,146203,1,A
2006,32,72,125,1625532,146202,1,A
2007,16,101,181,1625532,145524,1,A
2007,16,101,181,1625532,145523,1,A
2007,16,101,181,1625532,146203,1,A
2007,16,101,181,1625532,146202,1,A
2008,56,63,133,1625532,145524,1,A
2008,56,63,133,1625532,145523,1,A
2008,56,63,133,1625532,146203,1,A
2008,56,63,133,1625532,146202,1,A
2009,48,80,165,1625532,145524,1,A
2009,48,80,165,1625532,145523,1,A
2009,48,80,165,1625532,146203,1,A
2009,48,80,165,1625532,146202,1,A
2010,64,72,149,1625532,145524,1,A
2010,64,72,149,1625532,145523,1,A
2010,64,72,149,1625532,146203,1,A
2010,64,72,149,1625532,146202,1,A
2011,24,80,133,1625532,145524,1,A
2011,24,80,133,1625532,145523,1,A
2011,24,80,133,1625532,146203,1,A
2011,24,80,133,1625532,146202,1,A
2012,16,0,0,1625532,145524,1,A
2012,16,0,0,1625532,145523,1,A
2012,16,0,0,1625532,146203,1,A
2012,16,0,0,1625532,146202,1,A
2001,16,48,88,1627933,146880,1,A
2001,16,48,88,1627933,146879,1,A
2001,16,48,88,1627933,147559,1,A
2001,16,48,88,1627933,147558,1,A
2002,72,64,157,1627933,146880,1,A
2002,72,64,157,1627933,146879,1,A
2002,72,64,157,1627933,147559,1,A
2002,72,64,157,1627933,147558,1,A
2003,16,78,157,1627933,146880,1,A
2003,16,78,157,1627933,146879,1,A
2003,16,78,157,1627933,147559,1,A
2003,16,78,157,1627933,147558,1,A
2004,40,125,165,1627933,146880,1,A
2004,40,125,165,1627933,146879,1,A
2004,40,125,165,1627933,147559,1,A
2004,40,125,165,1627933,147558,1,A
2005,56,64,165,1627933,146880,1,A
2005,56,64,165,1627933,146879,1,A
2005,56,64,165,1627933,147559,1,A
2005,56,64,165,1627933,147558,1,A
2006,32,72,125,1627933,146880,1,A
2006,32,72,125,1627933,146879,1,A
2006,32,72,125,1627933,147559,1,A
2006,32,72,125,1627933,147558,1,A
2007,8,181,181,1627933,146880,1,A
2007,8,181,181,1627933,146879,1,A
2007,8,181,181,1627933,147559,1,A
2007,8,181,181,1627933,147558,1,A
2008,72,63,165,1627933,146880,1,A
2008,72,63,165,1627933,146879,1,A
2008,72,63,165,1627933,147559,1,A
2008,72,63,165,1627933,147558,1,A
2009,72,64,165,1627933,146880,1,A
2009,72,64,165,1627933,146879,1,A
2009,72,64,165,1627933,147559,1,A
2009,72,64,165,1627933,147558,1,A
2010,48,72,149,1627933,146880,1,A
2010,48,72,149,1627933,146879,1,A
2010,48,72,149,1627933,147559,1,A
2010,48,72,149,1627933,147558,1,A
2011,24,40,133,1627933,146880,1,A
2011,24,40,133,1627933,146879,1,A
2011,24,40,133,1627933,147559,1,A
2011,24,40,133,1627933,147558,1,A
2012,16,0,0,1627933,146880,1,A
2012,16,0,0,1627933,146879,1,A
2012,16,0,0,1627933,147559,1,A
2012,16,0,0,1627933,147558,1,A
2001,24,48,88,1630335,148238,1,A
2001,24,48,88,1630335,148237,1,A
2001,24,48,88,1630335,148917,1,A
2001,24,48,88,1630335,148916,1,A
2002,72,56,157,1630335,148238,1,A
2002,72,56,157,1630335,148237,1,A
2002,72,56,157,1630335,148917,1,A
2002,72,56,157,1630335,148916,1,A
2003,24,78,189,1630335,148238,1,A
2003,24,78,189,1630335,148237,1,A
2003,24,78,189,1630335,148917,1,A
2003,24,78,189,1630335,148916,1,A
2004,32,125,165,1630335,148238,1,A
2004,32,125,165,1630335,148237,1,A
2004,32,125,165,1630335,148917,1,A
2004,32,125,165,1630335,148916,1,A
2005,64,64,165,1630335,148238,1,A
2005,64,64,165,1630335,148237,1,A
2005,64,64,165,1630335,148917,1,A
2005,64,64,165,1630335,148916,1,A
2006,32,72,125,1630335,148238,1,A
2006,32,72,125,1630335,148237,1,A
2006,32,72,125,1630335,148917,1,A
2006,32,72,125,1630335,148916,1,A
2007,24,96,181,1630335,148238,1,A
2007,24,96,181,1630335,148237,1,A
2007,24,96,181,1630335,148917,1,A
2007,24,96,181,1630335,148916,1,A
2008,64,63,165,1630335,148238,1,A
2008,64,63,165,1630335,148237,1,A
2008,64,63,165,1630335,148917,1,A
2008,64,63,165,1630335,148916,1,A
2009,72,64,357,1630335,148238,1,A
2009,72,64,357,1630335,148237,1,A
2009,72,64,357,1630335,148917,1,A
2009,72,64,357,1630335,148916,1,A
2010,56,72,149,1630335,148238,1,A
2010,56,72,149,1630335,148237,1,A
2010,56,72,149,1630335,148917,1,A
2010,56,72,149,1630335,148916,1,A
2011,16,125,133,1630335,148238,1,A
2011,16,125,133,1630335,148237,1,A
2011,16,125,133,1630335,148917,1,A
2011,16,125,133,1630335,148916,1,A
2012,16,0,0,1630335,148238,1,A
2012,16,0,0,1630335,148237,1,A
2012,16,0,0,1630335,148917,1,A
2012,16,0,0,1630335,148916,1,A
2001,24,48,189,1632738,149598,1,A
2001,24,48,189,1632738,149597,1,A
2001,24,48,189,1632738,150277,1,A
2001,24,48,189,1632738,150276,1,A
2002,80,56,157,1632738,149598,1,A
2002,80,56,157,1632738,149597,1,A
2002,80,56,157,1632738,150277,1,A
2002,80,56,157,1632738,150276,1,A
2003,48,72,189,1632738,149598,1,A
2003,48,72,189,1632738,149597,1,A
2003,48,72,189,1632738,150277,1,A
2003,48,72,189,1632738,150276,1,A
2004,56,71,173,1632738,149598,1,A
2004,56,71,173,1632738,149597,1,A
2004,56,71,173,1632738,150277,1,A
2004,56,71,173,1632738,150276,1,A
2005,80,64,165,1632738,149598,1,A
2005,80,64,165,1632738,149597,1,A
2005,80,64,165,1632738,150277,1,A
2005,80,64,165,1632738,150276,1,A
2006,40,72,149,1632738,149598,1,A
2006,40,72,149,1632738,149597,1,A
2006,40,72,149,1632738,150277,1,A
2006,40,72,149,1632738,150276,1,A
2007,24,96,181,1632738,149598,1,A
2007,24,96,181,1632738,149597,1,A
2007,24,96,181,1632738,150277,1,A
2007,24,96,181,1632738,150276,1,A
2008,104,31,165,1632738,149598,1,A
2008,104,31,165,1632738,149597,1,A
2008,104,31,165,1632738,150277,1,A
2008,104,31,165,1632738,150276,1,A
2009,72,64,165,1632738,149598,1,A
2009,72,64,165,1632738,149597,1,A
2009,72,64,165,1632738,150277,1,A
2009,72,64,165,1632738,150276,1,A
2010,80,56,149,1632738,149598,1,A
2010,80,56,149,1632738,149597,1,A
2010,80,56,149,1632738,150277,1,A
2010,80,56,149,1632738,150276,1,A
2011,24,40,133,1632738,149598,1,A
2011,24,40,133,1632738,149597,1,A
2011,24,40,133,1632738,150277,1,A
2011,24,40,133,1632738,150276,1,A
2012,16,0,0,1632738,149598,1,A
2012,16,0,0,1632738,149597,1,A
2012,16,0,0,1632738,150277,1,A
2012,16,0,0,1632738,150276,1,A
2001,40,48,189,1635140,150956,1,A
2001,40,48,189,1635140,150955,1,A
2001,40,48,189,1635140,151635,1,A
2001,40,48,189,1635140,151634,1,A
2002,104,16,165,1635140,150956,1,A
2002,104,16,165,1635140,150955,1,A
2002,104,16,165,1635140,151635,1,A
2002,104,16,165,1635140,151634,1,A
2003,48,72,189,1635140,150956,1,A
2003,48,72,189,1635140,150955,1,A
2003,48,72,189,1635140,151635,1,A
2003,48,72,189,1635140,151634,1,A
2004,56,71,173,1635140,150956,1,A
2004,56,71,173,1635140,150955,1,A
2004,56,71,173,1635140,151635,1,A
2004,56,71,173,1635140,151634,1,A
2005,88,64,165,1635140,150956,1,A
2005,88,64,165,1635140,150955,1,A
2005,88,64,165,1635140,151635,1,A
2005,88,64,165,1635140,151634,1,A
2006,48,72,149,1635140,150956,1,A
2006,48,72,149,1635140,150955,1,A
2006,48,72,149,1635140,151635,1,A
2006,48,72,149,1635140,151634,1,A
2007,40,56,197,1635140,150956,1,A
2007,40,56,197,1635140,150955,1,A
2007,40,56,197,1635140,151635,1,A
2007,40,56,197,1635140,151634,1,A
2008,112,31,165,1635140,150956,1,A
2008,112,31,165,1635140,150955,1,A
2008,112,31,165,1635140,151635,1,A
2008,112,31,165,1635140,151634,1,A
2009,72,64,165,1635140,150956,1,A
2009,72,64,165,1635140,150955,1,A
2009,72,64,165,1635140,151635,1,A
2009,72,64,165,1635140,151634,1,A
2010,88,56,157,1635140,150956,1,A
2010,88,56,157,1635140,150955,1,A
2010,88,56,157,1635140,151635,1,A
2010,88,56,157,1635140,151634,1,A
2011,32,40,157,1635140,150956,1,A
2011,32,40,157,1635140,150955,1,A
2011,32,40,157,1635140,151635,1,A
2011,32,40,157,1635140,151634,1,A
2012,16,0,0,1635140,150956,1,A
2012,16,0,0,1635140,150955,1,A
2012,16,0,0,1635140,151635,1,A
2012,16,0,0,1635140,151634,1,A
2001,64,48,197,1637542,152314,1,A
2001,64,48,197,1637542,152313,1,A
2001,64,48,197,1637542,152992,1,A
2002,104,16,165,1637542,152314,1,A
2002,104,16,165,1637542,152313,1,A
2002,104,16,165,1637542,152992,1,A
2003,48,72,189,1637542,152314,1,A
2003,48,72,189,1637542,152313,1,A
2003,48,72,189,1637542,152992,1,A
2004,64,71,165,1637542,152314,1,A
2004,64,71,165,1637542,152313,1,A
2004,64,71,165,1637542,152992,1,A
2005,104,48,165,1637542,152314,1,A
2005,104,48,165,1637542,152313,1,A
2005,104,48,165,1637542,152992,1,A
2006,72,56,189,1637542,152314,1,A
2006,72,56,189,1637542,152313,1,A
2006,72,56,189,1637542,152992,1,A
2007,56,56,197,1637542,152314,1,A
2007,56,56,197,1637542,152313,1,A
2007,56,56,197,1637542,152992,1,A
2008,128,31,213,1637542,152314,1,A
2008,128,31,213,1637542,152313,1,A
2008,128,31,213,1637542,152992,1,A
2009,80,64,173,1637542,152314,1,A
2009,80,64,173,1637542,152313,1,A
2009,80,64,173,1637542,152992,1,A
2010,88,56,149,1637542,152314,1,A
2010,88,56,149,1637542,152313,1,A
2010,88,56,149,1637542,152992,1,A
2011,40,40,157,1637542,152314,1,A
2011,40,40,157,1637542,152313,1,A
2011,40,40,157,1637542,152992,1,A
2012,24,0,0,1637542,152314,1,A
2012,24,0,0,1637542,152313,1,A
2012,24,0,0,1637542,152992,1,A
2001,64,48,197,1639943,153670,1,A
2001,64,48,197,1639943,153669,1,A
2001,64,48,197,1639943,154349,1,A
2001,64,48,197,1639943,154348,1,A
2002,104,16,165,1639943,153670,1,A
2002,104,16,165,1639943,153669,1,A
2002,104,16,165,1639943,154349,1,A
2002,104,16,165,1639943,154348,1,A
2003,48,72,189,1639943,153670,1,A
2003,48,72,189,1639943,153669,1,A
2003,48,72,189,1639943,154349,1,A
2003,48,72,189,1639943,154348,1,A
2004,96,71,197,1639943,153670,1,A
2004,96,71,197,1639943,153669,1,A
2004,96,71,197,1639943,154349,1,A
2004,96,71,197,1639943,154348,1,A
2005,104,48,173,1639943,153670,1,A
2005,104,48,173,1639943,153669,1,A
2005,104,48,173,1639943,154349,1,A
2005,104,48,173,1639943,154348,1,A
2006,48,72,189,1639943,153670,1,A
2006,48,72,189,1639943,153669,1,A
2006,48,72,189,1639943,154349,1,A
2006,48,72,189,1639943,154348,1,A
2007,56,56,197,1639943,153670,1,A
2007,56,56,197,1639943,153669,1,A
2007,56,56,197,1639943,154349,1,A
2007,56,56,197,1639943,154348,1,A
2008,136,31,213,1639943,153670,1,A
2008,136,31,213,1639943,153669,1,A
2008,136,31,213,1639943,154349,1,A
2008,136,31,213,1639943,154348,1,A
2009,96,64,173,1639943,153670,1,A
2009,96,64,173,1639943,153669,1,A
2009,96,64,173,1639943,154349,1,A
2009,96,64,173,1639943,154348,1,A
2010,112,56,253,1639943,153670,1,A
2010,112,56,253,1639943,153669,1,A
2010,112,56,253,1639943,154349,1,A
2010,112,56,253,1639943,154348,1,A
2011,48,40,181,1639943,153670,1,A
2011,48,40,181,1639943,153669,1,A
2011,48,40,181,1639943,154349,1,A
2011,48,40,181,1639943,154348,1,A
2012,24,0,0,1639943,153670,1,A
2012,24,0,0,1639943,153669,1,A
2012,24,0,0,1639943,154349,1,A
2012,24,0,0,1639943,154348,1,A
2001,16,48,117,1620727,142806,1,A
2001,16,48,117,1620727,142805,1,A
2001,16,48,117,1620727,143485,1,A
2001,16,48,117,1620727,143484,1,A
2002,56,8,141,1620727,142806,1,A
2002,56,8,141,1620727,142805,1,A
2002,56,8,141,1620727,143485,1,A
2002,56,8,141,1620727,143484,1,A
2003,32,32,181,1620727,142806,1,A
2003,32,32,181,1620727,142805,1,A
2003,32,32,181,1620727,143485,1,A
2003,32,32,181,1620727,143484,1,A
2004,32,71,165,1620727,142806,1,A
2004,32,71,165,1620727,142805,1,A
2004,32,71,165,1620727,143485,1,A
2004,32,71,165,1620727,143484,1,A
2005,48,64,149,1620727,142806,1,A
2005,48,64,149,1620727,142805,1,A
2005,48,64,149,1620727,143485,1,A
2005,48,64,149,1620727,143484,1,A
2006,24,88,125,1620727,142806,1,A
2006,24,88,125,1620727,142805,1,A
2006,24,88,125,1620727,143485,1,A
2006,24,88,125,1620727,143484,1,A
2007,8,181,181,1620727,142806,1,A
2007,8,181,181,1620727,142805,1,A
2007,8,181,181,1620727,143485,1,A
2007,8,181,181,1620727,143484,1,A
2008,48,63,133,1620727,142806,1,A
2008,48,63,133,1620727,142805,1,A
2008,48,63,133,1620727,143485,1,A
2008,48,63,133,1620727,143484,1,A
2009,56,64,165,1620727,142806,1,A
2009,56,64,165,1620727,142805,1,A
2009,56,64,165,1620727,143485,1,A
2009,56,64,165,1620727,143484,1,A
2010,40,72,149,1620727,142806,1,A
2010,40,72,149,1620727,142805,1,A
2010,40,72,149,1620727,143485,1,A
2010,40,72,149,1620727,143484,1,A
2011,16,125,133,1620727,142806,1,A
2011,16,125,133,1620727,142805,1,A
2011,16,125,133,1620727,143485,1,A
2011,16,125,133,1620727,143484,1,A
2012,8,0,0,1620727,142806,1,A
2012,8,0,0,1620727,142805,1,A
2012,8,0,0,1620727,143485,1,A
2012,8,0,0,1620727,143484,1,A
2001,24,56,88,1620728,142807,1,A
2001,24,56,88,1620728,143487,1,A
2001,24,56,88,1620728,143486,1,A
2002,48,8,141,1620728,142807,1,A
2002,48,8,141,1620728,143487,1,A
2002,48,8,141,1620728,143486,1,A
2003,40,78,181,1620728,142807,1,A
2003,40,78,181,1620728,143487,1,A
2003,40,78,181,1620728,143486,1,A
2004,48,71,165,1620728,142807,1,A
2004,48,71,165,1620728,143487,1,A
2004,48,71,165,1620728,143486,1,A
2005,64,64,157,1620728,142807,1,A
2005,64,64,157,1620728,143487,1,A
2005,64,64,157,1620728,143486,1,A
2006,24,88,125,1620728,142807,1,A
2006,24,88,125,1620728,143487,1,A
2006,24,88,125,1620728,143486,1,A
2007,16,101,181,1620728,142807,1,A
2007,16,101,181,1620728,143487,1,A
2007,16,101,181,1620728,143486,1,A
2008,64,63,165,1620728,142807,1,A
2008,64,63,165,1620728,143487,1,A
2008,64,63,165,1620728,143486,1,A
2009,56,64,165,1620728,142807,1,A
2009,56,64,165,1620728,143487,1,A
2009,56,64,165,1620728,143486,1,A
2010,56,72,149,1620728,142807,1,A
2010,56,72,149,1620728,143487,1,A
2010,56,72,149,1620728,143486,1,A
2011,16,125,133,1620728,142807,1,A
2011,16,125,133,1620728,143487,1,A
2011,16,125,133,1620728,143486,1,A
2012,16,0,0,1620728,142807,1,A
2012,16,0,0,1620728,143487,1,A
2012,16,0,0,1620728,143486,1,A
2001,16,48,88,1623130,144166,1,A
